"timestamp","sky","ground","delta"
"2022-01-26 12:18:16.516063",0.0,2.0,2.0
"2022-01-26 12:18:21.395457",1.0,2.0,1.0
"2022-01-26 12:18:26.276081",0.0,2.0,2.0
"2022-01-26 12:18:31.156691",0.0,2.0,2.0
"2022-01-26 12:18:36.036082",0.0,2.0,2.0
"2022-01-26 12:18:40.915463",0.0,2.0,2.0
"2022-01-26 12:18:45.796066",0.0,2.0,2.0
"2022-01-26 12:18:50.676231",0.0,2.0,2.0
"2022-01-26 12:18:55.556083",-0.0,2.0,2.0
"2022-01-26 12:19:00.436064",-0.0,2.0,2.0
"2022-01-26 12:19:05.316066",0.0,2.0,2.0
"2022-01-26 12:19:10.196368",0.0,2.0,2.0
"2022-01-26 12:19:15.075975",0.0,2.0,2.0
"2022-01-26 12:19:19.955442",0.0,2.0,2.0
"2022-01-26 12:19:24.845745",0.0,2.0,2.0
"2022-01-26 12:19:29.715448",0.0,2.0,2.0
"2022-01-26 12:19:34.595465",0.0,2.0,2.0
"2022-01-26 12:19:39.476072",0.0,2.0,2.0
"2022-01-26 12:19:44.356064",0.0,2.0,2.0
"2022-01-26 12:19:49.235957",0.0,2.0,2.0
"2022-01-26 12:19:54.115461",0.0,2.0,2.0
"2022-01-26 12:19:58.996055",0.0,2.0,2.0
"2022-01-26 12:20:03.876076",0.0,2.0,2.0
"2022-01-26 12:20:08.755913",0.0,2.0,2.0
"2022-01-26 12:20:13.636072",0.0,2.0,2.0
"2022-01-26 12:20:18.516056",1.0,2.0,1.0
"2022-01-26 12:20:23.396020",1.0,2.0,1.0
"2022-01-26 12:20:28.275938",1.0,2.0,1.0
"2022-01-26 12:20:33.156144",1.0,2.0,1.0
"2022-01-26 12:20:38.036055",1.0,2.0,1.0
"2022-01-26 12:20:42.916056",1.0,2.0,1.0
"2022-01-26 12:20:47.796064",1.0,2.0,1.0
"2022-01-26 12:20:52.676077",1.0,2.0,1.0
"2022-01-26 12:20:57.556061",1.0,2.0,1.0
"2022-01-26 12:21:02.436076",1.0,2.0,1.0
"2022-01-26 12:21:07.316083",1.0,2.0,1.0
"2022-01-26 12:21:12.196056",1.0,2.0,1.0
"2022-01-26 12:21:17.076048",1.0,2.0,1.0
"2022-01-26 12:21:21.955456",1.0,2.0,1.0
"2022-01-26 12:21:26.836155",1.0,2.0,1.0
"2022-01-26 12:21:31.716063",1.0,2.0,1.0
"2022-01-26 12:21:36.596064",1.0,2.0,1.0
"2022-01-26 12:21:41.486062",1.0,2.0,1.0
"2022-01-26 12:21:46.356072",1.0,2.0,1.0
"2022-01-26 12:21:51.235553",1.0,2.0,1.0
"2022-01-26 12:21:56.116078",0.0,2.0,2.0
"2022-01-26 12:22:01.006059",0.0,2.0,2.0
"2022-01-26 12:22:05.876062",0.0,2.0,2.0
"2022-01-26 12:22:10.756134",0.0,2.0,2.0
"2022-01-26 12:22:15.636050",0.0,2.0,2.0
"2022-01-26 12:22:20.516112",1.0,2.0,1.0
"2022-01-26 12:22:25.396066",1.0,2.0,1.0
"2022-01-26 12:22:30.275614",1.0,2.0,1.0
"2022-01-26 12:22:35.196231",1.0,2.0,1.0
"2022-01-26 12:22:40.036104",1.0,2.0,1.0
"2022-01-26 12:22:44.916066",1.0,2.0,1.0
"2022-01-26 12:22:49.796163",1.0,2.0,1.0
"2022-01-26 12:22:54.676065",1.0,2.0,1.0
